,Description,NaceCode,Age,Number_of_Activities
3152,Commerce de détail de papier peints,4753003,,3034
3153,"Commerce de détail de revêtements de sols en plastique, caoutchouc, liège, etc.",4753002,,4246
3154,Commerce de détail de tapis et moquettes,4753001,,3055
3155,"Commerce de détail de quincaillerie, peintures et matériaux de construction (y compris les bricocenters) avec une surface de vente de plus de 400 m2",4752111,,1711
3156,"Commerce de détail de quincaillerie, peintures et matériaux de construction (y compris les bricocenters) avec une surface de vente moins de 400 m2",4752101,,3581
3157,"Commerce de détail de bâches, housses, parasols, cabas, etc., en textile",4751901,,1530
3158,"Commerce de détail d'articles de mercerie: aiguilles, fils à coudre, boutons",4751303,,1781
3159,"Commerce de détail de matériaux de base pour la fabrication de tapis, de tapisseries ou de broderies",4751302,,3720
3160,Commerce de détail de fils à tricoter,4751301,,4222
3161,"Commerce de détail de textiles à usage domestique tels que draps, couvertures, nappes, serviettes, etc.",4751202,,6183
3162,Commerce de détail de tissus d'habillement et d'ameublement,4751201,,5215
3163,"Commerce de détail d'appareils de radio et de télévision et d'autres matériels audio/vidéo à usage domestique tels les magnétoscopes, les caméscopes, le matériel hi-fi, etc.",4743001,,11830
3164,Commerce de détail de matériel et mobilier de bureau,4741002,,6653
3165,Commerce de détail d'ordinateurs et de logiciels non personnalisés,4741001,,17603
3166,Commerce de détail de lubrifiants et de produits de refroidissement pour véhicules automobiles,4730002,,5353
3167,Commerce de détail de carburants (y compris le GPL) pour véhicules automobiles et motocycles,4730001,,3473
3168,Autres commerces de détail alimentaires en magasins spécialisés n.d.a.,4729903,,13619
3169,Commerce de détail de condiments et épices,4729902,,6371
3170,Commerce de détail de café,4729901,,3747
3171,"Commerce de détail de produits laitiers et oeufs, y compris la livraison à domicile",4729101,,1542
3172,Commerce de détail de tabac,4726001,,3041
3173,"Mise en bouteilles, mélange et épuration du vin sans transformation",4725202,,889
3174,"Commerce de détail de toutes boissons,alcoolisées ou non, y compris la livraison à domicile",4725201,,10370
3175,Commerce de détail de pain et de pâtisserie,4724101,,3365
3176,"Commerce de détail de poissons, crustacés et mollusques",4723001,,673
3177,Commerce de détail de viandes et produits à base de viande exploité par les bouchers/charcutiers,4722101,,4837
3178,Commerce de détail de conserves de fruits et légumes,4721011,,3996
3179,"Commerce de détail de fruits et légumes frais, y compris les pommes de terre",4721001,,2761
3180,"Grand magasin: commerce de détail d'une large gamme de pdts sans prédominance de l'alimentation, boissons et tabac tels habillement, meubles, petits app., quincaillerie, cosmétiques, joaillerie, etc.",4719201,,191
3181,"Commerce de détail d'une large gamme de pdts sans prédominance de l'alimentation, boissons et tabac tels habillement, meubles, petits appareils, quincaillerie, cosmétique, joaillerie, jouets, etc.",4719101,,2697
3182,Supermarchés (surface de vente comprise entre 400 et 2500 m2),4711401,,718
3183,Superettes (surface de vente comprise entre 100 et 400 m2),4711301,,855
3184,Autres commerces de détail en magasins non spécialisés à prédominance alimentaire,4711211,,1439
3185,Commerce de détail non spécialisé d'alimentation générale (surface de vente inférieure à 100 m2),4711201,,5209
3186,"Commerce de détail en magasin ou par livraison à domicile de tous produits alimentaires surgelés ou congelés, y compris les crèmes glacées",4711101,,2620
3187,"Commerce de gros de déchets, de débris et de matériaux de récupération, métalliques et non métalliques",4677201,,473
3188,Commerce de gros caoutchouc brut,4676912,,94
3189,Commerce de gros de matières plastiques sous formes primaires,4676911,,440
3190,Commerce de gros d'autres produits intermédiaires n.d.a.,4676903,,628
3191,Commerce de gros de papiers et cartons destinés à faire l'objet d'une transformation ultérieure par l'industrie,4676902,,251
3192,Commerce de gros de matières premières textiles et de fibres textiles,4676901,,544
3193,Commerce de gros d'autres pierres précieuses et semi-précieuses,4676102,,1634
3194,Commerce de gros de diamants bruts et de diamants façonnés,4676101,,942
3195,Commerce de gros d'engrais et de produits phytosanitaires à usage agricole,4675201,,1523
3196,Commerce de gros d'articles pyrotechniques,4675112,,42
3197,Commerce de gros de produits explosifs,4675111,,19
3198,Commerce de gros de produits de nettoyage à usage industriel,4675102,,905
3199,"Commerce de gros de produits chimiques industriels: aniline, encres d'imprimerie, huiles essentielles, gaz industriels, colles chimiques, colorants, résine synthétiques, méthanol, paraffine, etc.",4675101,,425
3200,"Commerce de gros de fournitures pour installations sanitaires et chauffage central: tubes, tuyaux, raccords de tuyauterie, robinets, tuyaux en caoutchouc, etc.",4674202,,3574
3201,Commerce de gros d'appareils de chauffage central,4674201,,2651
3202,Commerce de gros d'ustensiles de ménage métalliques,4674103,,1234
3203,"Commerce de gros de quincaillerie d'ameublement et de bâtiment: serrures, clés, charnières, etc.",4674102,,1616
3204,"Commerce de gros de quincaillerie générale (clous, fils, visserie, boulonnerie, etc.), d'outils à main (marteaux, scies, tournevis, etc.) et d'outillage électroportatif",4674101,,6892
3205,"Commerce de gros d'appareils sanitaires: baignoires, lavabos, cuvettes d'aisance, etc.",4673601,,3960
3206,Commerce de gros de verre plat,4673401,,506
3207,Commerce de gros de peintures et de vernis,4673311,,2352
3208,Commerce de gros de papier peints et de revêtements muraux,4673301,,938
3209,Commerce de gros de menuiseries et fermetures de bâtiment en bois,4673204,,7977
3210,"Commerce de gros de panneaux, parquets, lambris, etc.",4673203,,1396
3211,Commerce de gros de produits de la transformation primaire du bois,4673202,,1090
3212,Commerce de gros de bois brut,4673201,,3196
3213,Commerce de gros de menuiseries et fermetures de bâtiment autres qu'en bois,4673102,,4710
3214,"Commerce de gros de matériaux de construction: sable, gravier, ciment, briques, etc.",4673101,,5809
3215,Commerce de gros de demi-produits en métaux ferreux et non ferreux,4672003,,640
3216,"Commerce de gros de métaux ferreux et non ferreux sous formes primaires, y compris l'or et les autres métaux précieux",4672002,,657
3217,Commerce de gros de minerais métalliques ferreux et non ferreux,4672001,,439
3218,"Commerce de gros de carburants, graisses, lubrifiants, huiles, etc.",4671002,,3050
3219,"Commerce de gros de combustibles solides, liquides et gazeux",4671001,,1675
3220,Commerce de gros de munitions,4669901,,24
3221,Autres commerces de gros d'articles de consommation n.d.a.,4649903,,5555
3222,"Commerce de gros d'ouvrages en bois, en osier ou en liège",4649902,,2854
3223,Commerce de gros d'instruments de musique,4649901,,1034
3224,Commerce de gros de maroquinerie et d'articles de voyage,4649801,,586
3225,Commerce de gros d'appareils ménagers non-électriques,4649411,,4713
3226,Commerce de gros de couverts et d'articles métalliques de table et de cuisine,4649401,,746
3227,"Commerce de gros d'articles de papeterie, de fournitures de bureau et de fournitures scolaires",4649201,,868
3228,Commerce de gros d'articles d'orthopédie,4646002,,898
3229,Commerce de gros de produits d'hygiène,4645001,,2034
3230,"Commerce de gros de produits d'entretien et de nettoyage, y compris les poudres de lessive",4644201,,6280
3231,Commerce de gros de vaisselle et de verrerie de ménage,4644101,,863
3232,"Commerce de gros de disques, de disques compacts, d'audiocassettes et de vidéocassettes enregistrés",4643201,,2921
3233,Commerce de gros de matériels électriques d'installation à usage domestique,4643103,,3573
3234,"Commerce de gros d'appareils audio et vidéo: radio, télévision, chaînes, magnétoscopes, etc.",4643102,,6509
3235,Commerce de gros d'appareils électroménagers,4643101,,8013
3236,Commerce de gros de chaussures,4642501,,1180
3237,Commerce de gros d'articles en fourrure,4642302,,1848
3238,"Commerce de gros d'articles d'habillement, y compris les vêtements de sport",4642301,,5914
3239,"Commerce de gros de bâches, housses, parasols, stores, etc.",4641901,,816
3240,Commerce de gros de linge de maison et de literie,4641201,,4483
3241,"Commerce de gros d'articles de mercerie: aiguilles, fils, rubans, etc.",4641103,,2371
3242,Commerce de gros de tissus et d'étoffes,4641102,,2246
3243,Commerce de gros de fils,4641101,,2706
3244,Autres commerces de gros non spécialisés de produits alimentaires,4639201,,1371
3245,"Commerce de gros d'une gamme de pdts alimentaires surgelés: viandes et charcuteries, volailles et gibiers, poissons et crustacés, fruits et légumes, plats cuisinés, desserts, glaces de consomm., etc.",4639101,,791
3246,Autres commerces de gros alimentaires spécialisés n.d.a.,4638907,,2817
3247,Commerce de gros de desserts,4638906,,549
3248,Commerce de gros de pâtes alimentaires et de riz,4638905,,601
3249,Commerce de gros de confitures et de miel,4638904,,810
3250,Commerce de gros de conserves,4638903,,587
3251,Commerce de gros de farines et produits pour la boulangerie,4638901,,754
3252,Commerce de gros d'aliments pour animaux domestiques,4638301,,442
3253,"Commerce de gros de toutes boissons, alcoolisées ou non",4634901,,5394
3254,Mise en bouteilles pour compte propre de vins achetés en vrac,4634101,,476
3255,Commerce de gros d'huiles et de graisses comestibles d'origine animale et végétale,4633201,,267
3256,Commerce de gros d'oeufs et de produits à base d'oeufs,4633102,,557
3257,Commerce de gros de viande de lapins,4632102,,338
3258,"Commerce de gros de viande et de produits à base de viande, à l'exclusion de viande de volailles et de gibiers",4632101,,262
3259,"Commerce de gros de fruits et de légumes frais et en l'état, y compris les pommes de terre",4631901,,1043
3260,Commerce de gros de bulbes de tulipes,4622001,,2464
3261,Commerce de gros d'huiles et de graisses non comestibles,4621301,,282
3262,Commerce de gros de pommes de terre de semence,4621102,,323
3263,Commerce de gros de céréales et semences,4621101,,1141
3264,Intermédiaires du commerce en produits divers,4619001,,11450
3265,Intermédiaires du commerce en denrées alimentaires et en tabac,4617001,,2686
3266,Intermédiaires du commerce en fourrures,4616002,,1376
3267,"Intermédiaires du commerce en textiles, habillement, chaussures et articles en cuir",4616001,,6121
3268,"Intermédiaires du commerce en articles de sport et matériel de camping, jeux et jouets",4615009,,3476
3269,"Intermédiaires du commerce en articles de papeterie, journaux, livres et magazines",4615007,,1883
3270,"Intermédiaires du commerce en parfums, cosmétiques, articles de toilette et produits de nettoyage",4615005,,5964
3271,"Intermédiaires du commerce en articles en porcelaine, verrerie, papiers peints et revêtements de sol",4615004,,4170
3272,"Intermédiaires du commerce en fournitures pour plomberie, matériels d'installation électrique à usage domestique et installations de chauffage",4615003,,9041
3273,"Intermédiaires du commerce en appareils audio-vidéo, matériel photographique et cinématographique et articles d'optique",4615002,,4425
